發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,座標-X,座標-Y
112,3,24,9,58,2,06松山區,松山區民權東路5段6號,0,0,2,2,C03,7,1,5,50,14,9,1,4,4,5,7,4,4,10,5,5,2,17,1,49,2,9,1,1,7,12,1,10,1,14,,42,,1,22,9,121.5633369,25.06282796
112,3,24,9,58,2,06松山區,松山區民權東路5段6號,0,0,2,1,C03,7,1,5,50,14,9,1,4,4,5,7,4,4,10,5,5,2,17,2,22,2,8,1,1,7,12,1,10,1,14,,42,,1,22,9,121.5633369,25.06282796
112,3,24,10,8,2,05中正區,中正區林森北路11號,0,0,1,3,C03,7,1,5,50,14,9,4,5,4,5,7,4,4,7,4,5,2,13,1,75,2,9,1,1,7,9,1,10,1,11,,44,,1,22,9,121.5236634,25.04595257
112,3,24,10,8,2,05中正區,中正區林森北路11號,0,0,1,2,B03,7,1,5,50,14,9,4,5,4,5,7,4,4,7,4,5,2,13,1,36,3,10,1,1,7,14,1,8,1,6,,44,,1,22,9,121.5236634,25.04595257
112,3,24,10,8,2,05中正區,中正區林森北路11號,0,0,1,1,C04,7,1,5,50,14,9,4,5,4,5,7,4,4,7,4,5,2,13,1,24,3,10,1,1,7,9,1,10,1,11,,16,,1,22,9,121.5236634,25.04595257
112,3,24,10,10,2,12內湖區,內湖區民權東路6段191巷20弄與民權東路6段175巷口口,0,0,1,2,C03,7,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,2,29,2,9,1,1,7,9,1,10,1,11,,13,,1,22,9,121.5970087,25.06861021
112,3,24,10,10,2,12內湖區,內湖區民權東路6段191巷20弄與民權東路6段175巷口口,0,0,1,1,B03,7,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,2,58,3,10,1,3,7,9,1,8,1,8,,6,,1,22,9,121.5970087,25.06861021
112,3,24,10,20,2,03中山區,中山區長春路256號,0,0,1,1,C03,7,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,13,2,28,2,9,1,1,7,6,1,10,1,11,,16,,1,22,9,121.5389698,25.0546576
112,3,24,10,20,2,03中山區,中山區長春路256號,0,0,1,2,B02,7,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,13,1,30,3,10,3,4,7,6,1,8,1,6,,44,,1,22,9,121.5389698,25.0546576
112,3,24,10,30,2,10文山區,文山區興隆路3段與興德路口口,0,0,2,1,C03,8,1,5,50,3,1,1,5,4,5,7,1,1,1,4,5,2,16,1,44,2,9,1,1,7,5,1,10,1,12,,6,,1,22,9,121.5551738,25.0006757
112,3,24,10,30,2,10文山區,文山區興隆路3段與興德路口口,0,0,2,2,C03,8,1,5,50,3,1,1,5,4,5,7,1,1,1,4,5,2,16,2,22,2,9,1,1,7,9,1,10,1,11,,44,,1,22,9,121.5551738,25.0006757
112,3,24,10,34,2,08士林區,士林區承德路5段與中正路口,0,0,1,1,B01,8,1,5,50,3,2,1,5,4,5,7,1,1,1,4,5,1,17,1,57,3,10,1,1,7,9,1,2,2,1,,23,,1,22,9,121.5155459,25.09058394
112,3,24,10,34,2,08士林區,士林區承德路5段與中正路口,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,1,1,1,4,5,1,17,2,60,2,9,1,1,7,9,1,10,2,13,,25,,1,22,9,121.5155459,25.09058394
112,3,24,11,30,2,07信義區,信義區松德路133巷與虎林街222巷口,0,0,3,3,H02,8,1,5,30,4,1,1,5,4,5,7,4,4,9,5,5,2,15,2,29,2,9,1,5,7,20,8,20,10,16,,67,,1,22,9,121.5758743,25.0363975
112,3,24,11,30,2,07信義區,信義區松德路133巷與虎林街222巷口,0,0,3,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,9,5,5,2,15,2,33,2,9,1,1,7,9,1,10,1,11,,6,,1,22,9,121.5758743,25.0363975
112,3,24,11,30,2,07信義區,信義區松德路133巷與虎林街222巷口,0,0,3,2,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,9,5,5,2,15,1,44,2,9,1,1,7,9,1,10,1,14,,44,,1,22,9,121.5758743,25.0363975
112,3,24,11,32,2,04大安區,大安區和平東路1段與溫州街口,0,0,1,2,C03,8,1,5,50,4,2,1,5,4,5,7,2,1,1,4,5,2,11,2,36,2,7,3,4,7,9,1,10,2,11,,44,,1,22,9,121.5335795,25.0261001
112,3,24,11,32,2,04大安區,大安區和平東路1段與溫州街口,0,0,1,1,B03,8,1,5,50,4,2,1,5,4,5,7,2,1,1,4,5,2,11,1,76,3,10,3,4,7,5,1,8,2,2,,6,,1,22,9,121.5335795,25.0261001
112,3,24,11,36,2,06松山區,松山區敦化北路與南京東路3段口,0,0,2,1,B03,7,1,5,50,4,1,1,5,4,5,7,2,1,1,4,4,2,16,1,43,3,10,1,4,7,6,1,8,2,5,,9,,1,22,9,121.5486865,25.05191469
112,3,24,11,36,2,06松山區,松山區敦化北路與南京東路3段口,0,0,2,2,C03,7,1,5,50,4,1,1,5,4,5,7,2,1,1,4,4,2,16,2,20,2,9,1,4,7,9,1,10,2,11,,13,,1,22,9,121.5486865,25.05191469
112,3,24,11,36,2,06松山區,松山區敦化北路與南京東路3段口,0,0,2,3,H02,7,1,5,50,4,1,1,5,4,5,7,2,1,1,4,4,2,16,2,70,2,9,1,5,7,20,8,20,10,16,,67,,1,22,9,121.5486865,25.05191469
112,3,24,11,45,2,01大同區,大同區市民高架道(近燈桿030),0,0,1,1,C02,8,3,5,40,14,9,1,5,4,5,7,4,4,9,4,5,2,13,1,19,2,9,3,4,7,9,4,10,1,11,,23,,1,22,9,121.5166683,25.0488343
112,3,24,11,45,2,01大同區,大同區市民高架道(近燈桿030),0,0,1,2,B03,8,3,5,40,14,9,1,5,4,5,7,4,4,9,4,5,2,13,1,37,3,10,3,4,7,9,1,8,1,3,,44,,1,22,9,121.5166683,25.0488343
112,3,24,11,50,2,05中正區,中正區仁愛路2段與杭州南路1段口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,17,1,31,3,10,1,1,7,5,1,10,2,15,,8,,1,22,9,121.5251387,25.0381254
112,3,24,11,50,2,05中正區,中正區仁愛路2段與杭州南路1段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,17,2,21,3,10,1,1,7,9,1,10,2,13,,44,,1,22,9,121.5251387,25.0381254
112,3,24,11,50,2,05中正區,中正區仁愛路2段與杭州南路1段口,0,0,1,3,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,17,1,57,2,9,1,1,7,9,1,10,2,11,,16,,1,22,9,121.5251387,25.0381254
112,3,24,11,57,2,03中山區,中山區天津街與中山北路1段33巷口,0,0,1,1,G03,8,1,5,30,4,2,1,5,4,1,7,4,4,5,5,5,2,15,1,59,3,10,3,4,7,9,7,19,11,1,,6,,1,22,9,121.5225565,25.0486293
112,3,24,11,57,2,03中山區,中山區天津街與中山北路1段33巷口,0,0,1,2,C03,8,1,5,30,4,2,1,5,4,1,7,4,4,5,5,5,2,15,2,22,2,8,3,4,7,9,1,10,11,11,,44,,1,22,9,121.5225565,25.0486293
112,3,24,11,59,2,09北投區,北投區石牌路2段與石牌路315巷口榮總6號門,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,3,1,5,4,5,1,3,2,44,2,9,1,1,7,9,1,10,1,11,,15,,1,22,9,121.5228077,25.1209057
112,3,24,11,59,2,09北投區,北投區石牌路2段與石牌路315巷口榮總6號門,0,0,1,2,H01,8,1,5,50,4,1,1,5,4,5,7,3,1,5,4,5,1,3,2,65,3,10,4,5,8,16,8,20,10,16,,67,,1,22,9,121.5228077,25.1209057
112,3,24,12,4,2,06松山區,松山區寶清街105巷68號,0,0,1,1,C03,8,1,5,30,13,9,1,5,4,5,7,4,4,10,5,5,2,16,1,25,2,9,1,1,7,9,1,10,1,14,,6,,1,22,9,121.5692247,25.05355803
112,3,24,12,4,2,06松山區,松山區寶清街105巷68號,0,0,1,2,B03,8,1,5,30,13,9,1,5,4,5,7,4,4,10,5,5,2,16,1,53,3,10,1,1,7,9,1,8,1,1,,14,,1,22,9,121.5692247,25.05355803
112,3,24,12,10,2,01大同區,大同區環河北路2段199號對面,0,0,1,2,B12,8,1,5,60,14,9,1,5,4,5,7,2,1,1,4,5,2,13,1,64,2,4,3,4,7,14,1,8,1,3,,44,,1,22,9,121.5091404,25.06903795
112,3,24,12,10,2,01大同區,大同區環河北路2段199號對面,0,0,1,3,B12,8,1,5,60,14,9,1,5,4,5,7,2,1,1,4,5,2,13,1,48,3,10,3,4,7,9,1,8,1,3,,44,,1,22,9,121.5091404,25.06903795
112,3,24,12,10,2,01大同區,大同區環河北路2段199號對面,0,0,1,1,B03,8,1,5,60,14,9,1,5,4,5,7,2,1,1,4,5,2,13,1,32,3,10,3,4,7,9,1,8,1,1,,23,,1,22,9,121.5091404,25.06903795
112,3,24,13,19,2,08士林區,士林區大南路與小西街口,0,0,3,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,1,57,2,8,1,1,7,9,1,10,1,12,,6,,1,22,9,121.5233262,25.0897965
112,3,24,13,19,2,08士林區,士林區大南路與小西街口,0,0,3,2,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,2,23,2,9,1,1,7,9,1,10,1,11,,14,,1,22,9,121.5233262,25.0897965
112,3,24,13,19,2,08士林區,士林區大南路與小西街口,0,0,3,3,H02,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,2,42,2,9,1,5,7,20,8,20,10,16,,67,,1,22,9,121.5233262,25.0897965
112,3,24,13,20,2,10文山區,文山區萬樂街與萬利街2巷口,0,0,1,1,B03,8,1,5,30,14,9,1,5,4,5,5,4,4,7,4,5,2,16,2,30,3,10,1,1,7,5,1,8,1,4,,6,,1,22,9,121.5683158,24.9994794
112,3,24,13,20,2,10文山區,文山區萬樂街與萬利街2巷口,0,0,1,2,C03,8,1,5,30,14,9,1,5,4,5,5,4,4,7,4,5,2,16,1,20,2,8,1,1,7,9,1,10,1,11,,23,,1,22,9,121.5683158,24.9994794
112,3,24,13,20,2,10文山區,文山區萬樂街與萬利街2巷口,0,0,1,3,B03,8,1,5,30,14,9,1,5,4,5,5,4,4,7,4,5,2,16,1,54,3,10,1,1,7,13,1,8,9,15,,42,,1,22,9,121.5683158,24.9994794
112,3,24,13,20,2,04大安區,大安區敦化南路2段63巷13號對面,0,0,2,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,68,2,9,3,4,7,9,1,10,1,11,,23,,1,22,9,121.5498494,25.030971
112,3,24,13,20,2,04大安區,大安區敦化南路2段63巷13號對面,0,0,2,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,36,2,8,3,4,7,5,1,10,1,14,,8,,1,22,9,121.5498494,25.030971
112,3,24,13,33,2,02萬華區,萬華區西寧南路與漢口街2段口,0,0,1,1,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,1,16,2,50,2,8,1,4,7,1,1,10,1,11,,19,,1,22,9,121.5067915,25.0456756
112,3,24,13,33,2,02萬華區,萬華區西寧南路與漢口街2段口,0,0,1,2,B03,7,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,1,16,1,65,3,10,1,4,7,9,1,8,1,2,,44,,1,22,9,121.5067915,25.0456756
112,3,24,14,10,2,02萬華區,萬華區和平西路3段302巷3弄與和平西路3段302巷口,0,0,1,2,C03,7,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,1,43,3,10,1,1,7,7,1,10,1,14,,6,,1,22,9,121.4930288,25.0348832
112,3,24,14,10,2,02萬華區,萬華區和平西路3段302巷3弄與和平西路3段302巷口,0,0,1,1,C03,7,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,2,22,2,8,1,2,7,9,1,10,1,11,,23,,1,22,9,121.4930288,25.0348832
112,3,24,14,40,2,03中山區,中山區建國北路2段29號,0,0,1,3,H02,7,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,1,46,3,10,3,5,7,19,8,20,10,16,,56,,1,22,9,121.5371033,25.0544048
112,3,24,14,40,2,03中山區,中山區建國北路2段29號,0,0,1,1,B03,7,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,2,27,3,10,3,4,7,14,1,8,1,2,,40,,1,22,9,121.5371033,25.0544048
112,3,24,14,40,2,03中山區,中山區建國北路2段29號,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,1,48,2,9,1,1,7,9,1,10,1,14,,44,,1,22,9,121.5371033,25.0544048
112,3,24,15,30,2,04大安區,大安區辛亥路2段171巷與辛亥路2段171巷16弄口,0,0,2,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,9,4,5,2,15,2,28,2,9,1,1,7,9,1,10,1,12,,6,,1,22,9,121.5410947,25.0223702
112,3,24,15,30,2,04大安區,大安區辛亥路2段171巷與辛亥路2段171巷16弄口,0,0,2,2,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,9,4,5,2,15,2,49,2,9,1,1,7,9,1,10,1,11,,44,,1,22,9,121.5410947,25.0223702
112,3,24,15,35,2,03中山區,中山區農安街126號,0,0,1,3,B03,7,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,14,2,64,3,10,3,4,7,9,1,8,2,8,,44,,1,22,9,121.531437,25.0648326
112,3,24,15,35,2,03中山區,中山區農安街126號,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,14,1,20,2,9,1,1,7,9,1,10,2,12,,23,,1,22,9,121.531437,25.0648326
112,3,24,15,35,2,03中山區,中山區農安街126號,0,0,1,1,B12,7,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,14,1,56,3,10,3,4,7,2,1,8,2,3,,12,,1,22,9,121.531437,25.0648326
112,3,24,15,49,2,04大安區,大安區師大路與師大路86巷口,0,0,1,1,B12,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,17,1,47,3,10,1,1,7,11,1,3,2,8,,10,,1,22,9,121.5284169,25.0229494
112,3,24,15,49,2,04大安區,大安區師大路與師大路86巷口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,17,2,76,2,9,1,1,7,9,1,10,2,11,,44,,1,22,9,121.5284169,25.0229494
112,3,24,15,50,2,09北投區,北投區文林北路74號,0,0,1,1,F01,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,4,1,17,4,0,4,11,3,4,7,15,7,19,11,15,,43,,2,22,9,121.5185371,25.10480654
112,3,24,15,50,2,09北投區,北投區文林北路74號,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,4,1,17,1,24,2,9,1,1,7,9,1,10,1,11,,23,,1,22,9,121.5185371,25.10480654
112,3,24,15,50,2,09北投區,北投區文林北路74號,0,0,1,3,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,4,1,17,3,0,,,,,,,,,,,,67,,1,,,121.5185371,25.10480654
112,3,24,16,0,2,03中山區,中山區中山北路2段63號與民生東路1段口,0,0,1,3,B01,8,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,9,3,0,4,11,3,4,7,8,7,19,11,15,,7,,2,22,9,121.5236991,25.0582035
112,3,24,16,0,2,03中山區,中山區中山北路2段63號與民生東路1段口,0,0,1,1,A02,8,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,9,1,45,3,10,3,4,7,9,1,2,11,15,,44,,1,22,9,121.5236991,25.0582035
112,3,24,16,0,2,03中山區,中山區中山北路2段63號與民生東路1段口,0,0,1,2,H02,8,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,9,2,79,2,6,4,5,7,17,8,20,11,16,,67,,1,22,9,121.5236991,25.0582035
112,3,24,16,21,2,05中正區,中正區重慶南路2段7巷與南昌路1段口口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,1,15,1,49,2,3,1,1,7,9,1,8,2,4,,6,,1,22,9,121.5149036,25.03423946
112,3,24,16,21,2,05中正區,中正區重慶南路2段7巷與南昌路1段口口,0,0,1,2,A02,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,1,15,1,58,3,10,1,1,7,9,1,2,2,5,,14,,1,22,9,121.5149036,25.03423946
112,3,24,16,38,2,10文山區,文山區木柵路1段119號,0,0,1,1,F01,7,1,5,50,14,9,1,5,4,5,7,2,1,5,4,5,2,17,2,66,2,8,2,1,7,15,8,20,9,16,,17,,1,22,9,121.5486568,24.9872556
112,3,24,16,38,2,10文山區,文山區木柵路1段119號,0,0,1,2,A02,7,1,5,50,14,9,1,5,4,5,7,2,1,5,4,5,2,17,1,50,3,10,1,1,7,9,1,2,9,2,,44,,1,22,9,121.5486568,24.9872556
112,3,24,17,16,2,12內湖區,內湖區民權東路6段174巷旁,0,0,1,3,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,16,3,0,,,,,,,,,11,,,67,,1,,,121.5922743,25.06885481
112,3,24,17,16,2,12內湖區,內湖區民權東路6段174巷旁,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,16,1,40,3,10,1,1,7,9,1,10,1,12,,23,,1,22,9,121.5922743,25.06885481
112,3,24,17,16,2,12內湖區,內湖區民權東路6段174巷旁,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,16,2,38,2,9,1,1,7,12,1,10,1,14,,23,,1,22,9,121.5922743,25.06885481
112,3,24,17,18,2,03中山區,中山區中山橋與北安路口往北安路機車道,0,0,1,1,C03,8,1,5,40,14,11,1,5,4,5,7,1,1,1,3,5,1,13,1,22,3,10,1,1,7,12,1,10,1,13,,43,,1,22,9,121.5256654,25.07436739
112,3,24,17,18,2,03中山區,中山區中山橋與北安路口往北安路機車道,0,0,1,2,C03,8,1,5,40,14,11,1,5,4,5,7,1,1,1,3,5,1,13,2,21,2,8,1,1,7,9,1,10,1,11,,16,,1,22,9,121.5256654,25.07436739
112,3,24,17,30,2,03中山區,中山區大直街與大直街33巷口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,4,4,9,5,5,2,15,2,51,3,10,3,4,7,9,3,18,1,1,,6,,1,22,9,121.5463919,25.08212202
112,3,24,17,30,2,03中山區,中山區大直街與大直街33巷口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,4,4,9,5,5,2,15,2,48,2,9,3,4,7,9,1,10,1,14,,44,,1,22,9,121.5463919,25.08212202
112,3,24,17,41,2,09北投區,北投區中山路3號,0,0,3,3,H02,8,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,1,12,2,22,2,9,1,5,7,20,8,20,1,16,,67,,1,22,9,121.5054258,25.13697046
112,3,24,17,41,2,09北投區,北投區中山路3號,0,0,3,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,1,12,1,44,2,9,1,1,7,9,1,10,1,12,,44,,1,22,9,121.5054258,25.13697046
112,3,24,17,41,2,09北投區,北投區中山路3號,0,0,3,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,1,12,1,25,2,9,1,1,7,7,1,10,1,14,,7,,1,22,9,121.5054258,25.13697046
112,3,24,17,45,2,07信義區,信義區基隆路2段149號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,46,3,10,1,1,7,7,1,8,2,4,,7,,1,22,9,121.5549815,25.02641419
112,3,24,17,45,2,07信義區,信義區基隆路2段149號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,22,2,9,1,1,7,9,1,10,2,12,,13,,1,22,9,121.5549815,25.02641419
112,3,24,18,0,2,04大安區,大安區基隆路2段與基隆路2段182巷口,0,0,1,2,C03,8,2,5,50,3,2,1,5,4,5,7,4,4,1,4,5,2,12,2,22,2,9,1,1,7,7,1,10,2,14,,7,,1,22,9,121.5531947,25.025057
112,3,24,18,0,2,04大安區,大安區基隆路2段與基隆路2段182巷口,0,0,1,1,A02,8,2,5,50,3,2,1,5,4,5,7,4,4,1,4,5,2,12,1,52,3,10,1,1,7,9,1,2,2,2,,44,,1,22,9,121.5531947,25.025057
112,3,24,18,1,2,10文山區,文山區木柵路1段91號,0,0,2,3,A12,8,3,5,50,14,9,1,5,4,5,5,2,1,5,2,5,2,16,1,52,3,10,1,1,7,9,1,7,9,15,,44,,1,22,9,121.5474569,24.9870414
112,3,24,18,1,2,10文山區,文山區木柵路1段91號,0,0,2,1,C03,8,3,5,50,14,9,1,5,4,5,5,2,1,5,2,5,2,16,1,18,2,9,1,1,7,7,1,10,1,14,,7,,1,22,9,121.5474569,24.9870414
112,3,24,18,1,2,10文山區,文山區木柵路1段91號,0,0,2,2,B03,8,3,5,50,14,9,1,5,4,5,5,2,1,5,2,5,2,16,2,59,3,10,1,1,7,9,1,8,1,2,,44,,1,22,9,121.5474569,24.9870414
112,3,24,18,1,2,10文山區,文山區木柵路1段91號,0,0,2,4,H02,8,3,5,50,14,9,1,5,4,5,5,2,1,5,2,5,2,16,1,19,2,9,1,5,7,20,8,20,10,15,,67,,1,22,9,121.5474569,24.9870414
112,3,24,18,6,2,05中正區,中正區貴陽街1段與懷寧街口,0,0,2,1,C03,8,3,5,50,3,1,1,5,4,5,7,4,4,4,4,4,2,12,2,26,2,7,1,1,7,5,1,10,1,14,,8,,1,22,9,121.5137236,25.03869125
112,3,24,18,6,2,05中正區,中正區貴陽街1段與懷寧街口,0,0,2,2,C03,8,3,5,50,3,1,1,5,4,5,7,4,4,4,4,4,2,12,1,17,2,9,1,1,7,9,2,18,1,11,,13,,1,22,9,121.5137236,25.03869125
112,3,24,18,15,2,09北投區,北投區竹子湖路與中興路口,0,0,1,2,C03,8,3,5,40,3,1,1,5,4,5,7,4,4,5,5,5,1,16,1,21,2,8,1,1,7,9,1,10,1,14,,14,,1,22,9,121.5447413,25.1632762
112,3,24,18,15,2,09北投區,北投區竹子湖路與中興路口,0,0,1,1,B02,8,3,5,40,3,1,1,5,4,5,7,4,4,5,5,5,1,16,1,25,3,10,1,1,7,6,1,15,1,2,,9,,1,22,9,121.5447413,25.1632762
112,3,24,18,18,2,09北投區,北投區西安街1段281巷7號,0,0,2,1,C03,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,1,58,2,7,1,1,7,15,1,10,2,15,,22,,1,22,9,121.5165002,25.1117062
112,3,24,18,18,2,09北投區,北投區西安街1段281巷7號,0,0,2,2,H01,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,2,75,2,8,4,1,8,9,8,20,2,16,,67,,1,22,9,121.5165002,25.1117062
112,3,24,18,20,2,08士林區,士林區後港街與劍潭路口,0,0,1,1,B03,8,3,5,50,4,1,1,5,4,5,7,4,4,4,5,5,2,17,1,38,3,10,1,1,7,5,1,8,1,4,,6,,1,22,9,121.5228695,25.08387971
112,3,24,18,20,2,08士林區,士林區後港街與劍潭路口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,4,4,4,5,5,2,17,1,36,2,5,1,1,7,9,1,10,1,12,,23,,1,22,9,121.5228695,25.08387971
112,3,24,18,52,2,03中山區,中山區明水路、大直橋下,0,0,1,2,C03,7,3,5,50,14,9,1,5,4,5,7,2,1,4,5,5,1,16,1,40,2,6,3,4,7,9,1,10,2,14,,44,,1,22,9,121.5445535,25.07741212
112,3,24,18,52,2,03中山區,中山區明水路、大直橋下,0,0,1,1,B03,7,3,5,50,14,9,1,5,4,5,7,2,1,4,5,5,1,16,1,67,3,10,3,4,7,9,1,8,2,2,,25,,1,22,9,121.5445535,25.07741212
112,3,24,18,54,2,03中山區,中山區長安東路1段52巷與長安東路1段口,0,0,1,1,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,16,2,46,2,9,1,1,7,5,1,10,1,12,,8,,1,22,9,121.5281788,25.0482964
112,3,24,18,54,2,03中山區,中山區長安東路1段52巷與長安東路1段口,0,0,1,2,B03,8,3,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,16,1,41,3,10,1,1,7,1,1,8,1,5,,19,,1,22,9,121.5281788,25.0482964
112,3,24,18,54,2,04大安區,大安區仁愛路4段與光復南路口,0,0,1,1,B03,8,3,5,50,5,2,1,5,4,5,7,2,1,8,3,5,1,13,2,83,3,10,1,1,7,9,1,8,1,5,,23,,1,22,9,121.5575156,25.0376017
112,3,24,18,54,2,04大安區,大安區仁愛路4段與光復南路口,0,0,1,2,C03,8,3,5,50,5,2,1,5,4,5,7,2,1,8,3,5,1,13,1,26,2,9,1,1,7,9,1,10,1,13,,44,,1,22,9,121.5575156,25.0376017
112,3,24,18,54,2,04大安區,大安區仁愛路4段與光復南路口,0,0,1,3,B03,8,3,5,50,5,2,1,5,4,5,7,2,1,8,3,5,1,13,1,49,3,10,1,1,7,14,1,8,1,6,,44,,1,22,9,121.5575156,25.0376017
112,3,24,19,22,2,05中正區,中正區愛國東路76號對面,0,0,2,2,C03,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,12,1,34,2,9,1,1,7,9,1,10,2,11,,23,,1,22,9,121.5198171,25.03367758
112,3,24,19,22,2,05中正區,中正區愛國東路76號對面,0,0,2,1,C03,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,12,2,40,2,9,1,1,7,7,1,10,2,13,,44,,1,22,9,121.5198171,25.03367758
112,3,24,19,26,2,06松山區,松山區民權東路4段121號,0,0,3,1,C03,7,3,5,50,14,9,1,5,4,5,7,1,1,1,4,4,2,13,1,44,3,10,1,1,7,9,4,11,1,11,,16,,1,22,9,121.5591473,25.06239385
112,3,24,19,26,2,06松山區,松山區民權東路4段121號,0,0,3,2,C03,7,3,5,50,14,9,1,5,4,5,7,1,1,1,4,4,2,13,1,25,2,9,1,1,7,9,1,10,1,13,,50,,1,22,9,121.5591473,25.06239385
112,3,24,19,26,2,06松山區,松山區民權東路4段121號,0,0,3,3,C03,7,3,5,50,14,9,1,5,4,5,7,1,1,1,4,4,2,13,1,33,2,9,1,1,7,9,1,10,1,11,,23,,1,22,9,121.5591473,25.06239385
112,3,24,19,26,2,06松山區,松山區民權東路4段121號,0,0,3,4,H02,7,3,5,50,14,9,1,5,4,5,7,1,1,1,4,4,2,13,2,27,2,9,1,5,7,17,8,20,10,16,,67,,1,22,9,121.5591473,25.06239385
112,3,24,19,39,2,02萬華區,萬華區康定路與長沙街2段口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,17,1,51,2,9,1,1,7,9,1,10,1,11,12,44,,1,22,9,121.5020682,25.040505
112,3,24,19,39,2,02萬華區,萬華區康定路與長沙街2段口,0,0,1,1,B01,8,3,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,17,1,40,3,10,1,1,7,5,1,2,2,1,,8,,1,22,9,121.5020682,25.040505
