發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,安全帽,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,座標-X,座標-Y
111,2,24,14,42,2,04大安區,大安區大安路1段61號,0,0,1,1,F01,7,1,5,40,14,9,1,5,4,5,7,4,4,10,4,5,2,17,2,73,2,8,1,1,7,7,8,20,1,16,,7,7,1,22,9,121.5461796,25.04276516
111,2,24,14,42,2,04大安區,大安區大安路1段61號,0,0,1,2,C03,7,1,5,40,14,9,1,5,4,5,7,4,4,10,4,5,2,17,1,30,3,10,1,1,7,7,1,10,1,15,,44,7,1,22,9,121.5461796,25.04276516
111,2,24,15,30,2,08士林區,士林區至誠路1段144號與雨聲街口,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,1,42,3,10,1,1,7,9,1,8,1,2,,23,23,1,22,9,121.5338737,25.10130446
111,2,24,15,30,2,08士林區,士林區至誠路1段144號與雨聲街口,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,1,61,2,9,1,1,7,9,1,10,1,14,,44,23,1,22,9,121.5338737,25.10130446
111,2,24,16,13,2,10文山區,文山區辛亥路6段90號,0,0,1,2,,7,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,18,3,,,,,,,,,,,,,67,43,1,,,121.5523049,24.98870787
111,2,24,16,13,2,10文山區,文山區辛亥路6段90號,0,0,1,1,C03,7,1,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,18,1,20,2,9,1,1,7,12,1,10,2,11,,43,43,1,22,9,121.5523049,24.98870787
111,2,24,16,35,2,12內湖區,內湖區內湖路1段與環山路1段9巷口,0,0,1,1,C03,8,1,5,30,3,1,1,5,4,5,7,4,4,10,4,5,2,16,2,39,3,10,1,1,7,5,1,10,1,13,,6,6,1,22,9,121.5655702,25.08300622
111,2,24,16,35,2,12內湖區,內湖區內湖路1段與環山路1段9巷口,0,0,1,2,C03,8,1,5,30,3,1,1,5,4,5,7,4,4,10,4,5,2,16,1,28,2,9,1,1,7,9,1,10,1,11,,14,6,1,22,9,121.5655702,25.08300622
111,2,24,16,44,2,09北投區,北投區石牌路1段39巷與石牌路1段39巷131弄口,0,0,1,1,B01,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,1,15,1,54,3,10,1,1,7,9,1,3,1,5,,6,6,1,22,9,121.5086074,25.11808581
111,2,24,16,44,2,09北投區,北投區石牌路1段39巷與石牌路1段39巷131弄口,0,0,1,2,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,1,15,2,37,2,9,1,1,7,9,1,10,1,11,,14,6,1,22,9,121.5086074,25.11808581
111,2,24,16,56,2,04大安區,大安區延吉街233巷與延吉街口,0,0,2,1,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,17,1,35,3,10,1,1,7,5,1,10,1,11,,6,6,1,22,9,121.5555629,25.03699351
111,2,24,16,56,2,04大安區,大安區延吉街233巷與延吉街口,0,0,2,2,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,17,2,51,2,9,1,1,7,9,1,10,1,14,,44,6,1,22,9,121.5555629,25.03699351
111,2,24,16,56,2,04大安區,大安區延吉街233巷與延吉街口,0,0,2,3,H02,7,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,17,2,35,2,9,4,5,7,20,8,20,1,15,,67,6,1,22,9,121.5555629,25.03699351
111,2,24,17,20,2,08士林區,士林區重陽橋機車道往三重上橋處,0,0,1,1,C03,8,1,5,50,12,11,1,5,4,5,7,4,4,10,4,5,2,12,1,58,3,10,1,1,7,8,1,10,1,12,,7,7,1,22,9,121.5070057,25.08619953
111,2,24,17,20,2,08士林區,士林區重陽橋機車道往三重上橋處,0,0,1,2,C03,8,1,5,50,12,11,1,5,4,5,7,4,4,10,4,5,2,12,1,21,2,9,3,4,7,9,1,10,1,14,,44,7,1,22,9,121.5070057,25.08619953
111,2,24,17,45,2,02萬華區,萬華區桂林路與柳州街口,0,0,1,1,,6,3,5,50,4,1,1,4,4,5,7,2,1,9,4,5,2,9,4,,4,11,3,4,7,15,7,19,11,15,,43,43,2,22,9,121.5051862,25.03773278
111,2,24,17,45,2,02萬華區,萬華區桂林路與柳州街口,0,0,1,2,H01,6,3,5,50,4,1,1,4,4,5,7,2,1,9,4,5,2,9,2,61,2,5,4,5,8,16,8,20,10,16,,67,43,1,22,9,121.5051862,25.03773278
111,2,24,17,48,2,03中山區,中山區松江路向南新生公園旁公車停靠區,0,0,1,1,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,13,1,33,2,9,1,1,7,9,1,10,2,11,,23,23,1,22,9,121.5330249,25.07077614
111,2,24,17,48,2,03中山區,中山區松江路向南新生公園旁公車停靠區,0,0,1,2,A02,6,3,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,13,1,43,3,10,1,1,7,14,1,2,2,7,,44,23,1,22,9,121.5330249,25.07077614
111,2,24,17,48,2,03中山區,中山區松江路向南新生公園旁公車停靠區,0,0,1,3,B02,6,3,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,13,1,56,4,11,3,4,7,15,7,19,11,15,,38,23,2,22,9,121.5330249,25.07077614
111,2,24,17,48,2,03中山區,中山區松江路向南新生公園旁公車停靠區,0,0,1,4,A02,6,3,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,13,4,,4,11,3,4,7,15,7,19,11,15,,38,23,2,22,9,121.5330249,25.07077614
111,2,24,17,49,2,06松山區,松山區塔悠路178號,0,0,2,1,C03,6,3,5,40,14,8,1,4,4,5,7,1,1,1,4,4,2,17,2,43,2,8,1,1,7,9,4,8,1,12,,25,25,1,22,9,121.5694146,25.05636104
111,2,24,17,49,2,06松山區,松山區塔悠路178號,0,0,2,2,C03,6,3,5,40,14,8,1,4,4,5,7,1,1,1,4,4,2,17,1,33,2,9,1,1,7,9,1,10,1,14,,44,25,1,22,9,121.5694146,25.05636104
111,2,24,18,0,2,12內湖區,內湖區安康路414巷與安康路434巷口,0,0,2,1,C04,6,3,5,50,3,1,1,4,4,5,7,4,4,9,5,5,2,2,1,29,2,8,1,1,7,9,1,10,2,11,,23,23,1,22,9,121.615396,25.06609716
111,2,24,18,0,2,12內湖區,內湖區安康路414巷與安康路434巷口,0,0,2,2,H01,6,3,5,50,3,1,1,4,4,5,7,4,4,9,5,5,2,2,1,63,2,9,4,5,8,16,8,20,10,16,,52,23,1,22,9,121.615396,25.06609716
111,2,24,18,10,2,05中正區,中正區北平東路30號對面,0,0,1,1,B03,7,3,5,40,14,8,1,5,4,5,7,4,4,10,4,4,2,17,2,44,3,10,1,1,7,14,1,8,2,6,,40,40,1,22,9,121.5260869,25.04586831
111,2,24,18,10,2,05中正區,中正區北平東路30號對面,0,0,1,2,C03,7,3,5,40,14,8,1,5,4,5,7,4,4,10,4,4,2,17,1,24,2,9,1,1,7,9,1,10,2,14,,44,40,1,22,9,121.5260869,25.04586831
111,2,24,18,10,2,05中正區,中正區北平東路30號對面,0,0,1,3,H02,7,3,5,40,14,8,1,5,4,5,7,4,4,10,4,4,2,17,2,17,3,10,4,5,7,19,8,20,10,16,,56,40,1,22,9,121.5260869,25.04586831
111,2,24,18,10,2,05中正區,中正區北平東路30號對面,0,0,1,4,C03,7,3,5,40,14,8,1,5,4,5,7,4,4,10,4,4,2,17,1,31,3,10,3,3,7,13,1,10,11,12,,44,40,1,22,9,121.5260869,25.04586831
111,2,24,18,10,2,05中正區,中正區北平東路30號對面,0,0,1,5,C03,7,3,5,40,14,8,1,5,4,5,7,4,4,10,4,4,2,17,1,22,3,10,3,1,7,13,1,9,11,12,,44,40,1,22,9,121.5260869,25.04586831
111,2,24,18,10,2,05中正區,中正區北平東路30號對面,0,0,1,6,C03,7,3,5,40,14,8,1,5,4,5,7,4,4,10,4,4,2,17,1,33,3,10,3,1,7,13,1,10,11,14,,44,40,1,22,9,121.5260869,25.04586831
111,2,24,19,10,2,08士林區,士林區中山北路6段與德行東路口,0,0,1,1,B01,8,3,5,50,4,1,1,5,4,5,7,2,1,4,3,5,2,17,1,59,3,10,3,4,7,5,1,4,1,2,,6,6,1,22,9,121.5249059,25.10643505
111,2,24,19,10,2,08士林區,士林區中山北路6段與德行東路口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,2,1,4,3,5,2,17,2,35,2,9,1,4,7,9,1,10,1,11,,44,6,1,22,9,121.5249059,25.10643505
111,2,24,19,16,2,08士林區,士林區承德路4段與劍潭路口,0,0,1,1,C03,7,3,5,50,5,1,1,5,4,5,7,1,1,1,4,5,2,17,1,27,3,10,1,1,7,8,1,10,1,15,,7,7,1,22,9,121.5233946,25.08419448
111,2,24,19,16,2,08士林區,士林區承德路4段與劍潭路口,0,0,1,2,C03,7,3,5,50,5,1,1,5,4,5,7,1,1,1,4,5,2,17,1,20,2,9,1,1,7,9,1,10,1,14,,44,7,1,22,9,121.5233946,25.08419448
111,2,24,19,18,2,09北投區,北投區中央北路3段188號,0,0,1,1,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,4,1,5,2,11,1,74,3,10,1,1,7,5,1,8,1,2,,26,26,1,22,9,121.481529,25.13671466
111,2,24,19,18,2,09北投區,北投區中央北路3段188號,0,0,1,2,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,4,1,5,2,11,1,21,2,9,1,1,7,9,1,10,1,11,,23,26,1,22,9,121.481529,25.13671466
111,2,24,19,24,2,03中山區,中山區中山北路1段與市民大道2段口,0,0,1,1,B03,7,3,5,50,14,9,1,5,4,5,7,1,1,1,3,5,1,16,1,36,3,10,3,4,7,9,1,8,11,2,,42,42,1,22,9,121.5204518,25.0482797
111,2,24,19,24,2,03中山區,中山區中山北路1段與市民大道2段口,0,0,1,2,C04,7,3,5,50,14,9,1,5,4,5,7,1,1,1,3,5,1,16,2,26,2,7,1,4,7,7,1,10,11,14,,7,42,1,22,9,121.5204518,25.0482797
111,2,24,19,42,2,12內湖區,內湖區民權東路6段與康寧路3段口,0,0,1,1,C03,6,3,5,40,3,2,1,4,4,5,7,3,1,3,4,4,2,17,2,30,2,9,1,1,7,6,1,10,1,14,,6,6,1,22,9,121.6061519,25.07309095
111,2,24,19,42,2,12內湖區,內湖區民權東路6段與康寧路3段口,0,0,1,2,A02,6,3,5,40,3,2,1,4,4,5,7,3,1,3,4,4,2,17,1,25,3,10,1,1,7,9,1,2,1,2,,44,6,1,22,9,121.6061519,25.07309095
111,2,24,19,54,2,10文山區,文山區羅斯福路5段222號,0,0,1,1,A02,7,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,16,1,58,3,10,1,1,7,10,1,2,2,4,,7,7,1,22,9,121.5387044,25.0019851
111,2,24,19,54,2,10文山區,文山區羅斯福路5段222號,0,0,1,2,C03,7,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,16,1,23,2,8,1,1,7,9,1,10,2,12,,44,7,1,22,9,121.5387044,25.0019851
111,2,24,21,25,2,02萬華區,萬華區桂林路64號,0,0,1,1,C03,8,3,5,50,14,9,1,5,4,5,7,1,1,5,4,5,2,16,1,63,2,1,1,1,7,7,3,18,1,14,,44,44,1,22,9,121.5028462,25.0381884
111,2,24,21,25,2,02萬華區,萬華區桂林路64號,0,0,1,2,B01,8,3,5,50,14,9,1,5,4,5,7,1,1,5,4,5,2,16,1,43,3,10,1,1,7,14,1,4,1,5,,44,44,1,22,9,121.5028462,25.0381884
111,2,24,21,30,2,04大安區,大安區和平東路3段與安居街口,0,0,2,1,C03,7,3,5,50,3,1,1,5,4,5,7,2,1,1,4,5,2,12,2,21,2,8,1,1,7,5,1,10,1,14,,26,26,1,22,9,121.55553,25.0215049
111,2,24,21,30,2,04大安區,大安區和平東路3段與安居街口,0,0,2,2,C03,7,3,5,50,3,1,1,5,4,5,7,2,1,1,4,5,2,12,1,36,2,8,1,1,7,9,1,10,1,11,,44,26,1,22,9,121.55553,25.0215049
111,2,24,21,30,2,10文山區,文山區秀明路1段與木柵路4段口,0,0,1,1,B01,8,3,5,50,4,2,1,5,4,5,7,2,1,5,2,5,2,1,1,43,3,10,3,4,7,5,1,4,2,8,,15,15,1,22,9,121.5634126,24.98915602
111,2,24,21,30,2,10文山區,文山區秀明路1段與木柵路4段口,0,0,1,2,H01,8,3,5,50,4,2,1,5,4,5,7,2,1,5,2,5,2,1,2,49,2,9,4,5,8,16,8,20,10,16,,67,15,1,22,9,121.5634126,24.98915602
111,2,24,21,34,2,09北投區,北投區中央南路1段與北投路1段口,0,0,1,1,B03,8,3,5,50,4,1,1,5,4,5,7,2,1,8,3,5,2,2,1,28,3,10,1,1,7,5,1,8,1,8,,15,15,1,22,9,121.5004522,25.12767162
111,2,24,21,34,2,09北投區,北投區中央南路1段與北投路1段口,0,0,1,2,H01,8,3,5,50,4,1,1,5,4,5,7,2,1,8,3,5,2,2,2,20,2,9,4,5,8,16,8,20,1,16,,67,15,1,22,9,121.5004522,25.12767162
111,2,24,22,50,2,11南港區,南港區忠孝東路7段與忠孝東路7段527巷口,0,0,1,1,C03,6,3,5,30,14,8,1,4,4,5,7,2,1,1,1,4,2,17,2,24,2,9,3,4,7,9,1,10,2,14,,42,42,1,22,9,121.6120967,25.05317153
111,2,24,22,50,2,11南港區,南港區忠孝東路7段與忠孝東路7段527巷口,0,0,1,2,C03,6,3,5,30,14,8,1,4,4,5,7,2,1,1,1,4,2,17,1,20,3,10,3,4,7,21,1,10,11,13,,44,42,1,22,9,121.6120967,25.05317153
111,2,24,23,55,2,08士林區,士林區士東路與德行東路109巷口,0,0,1,1,C03,8,1,5,50,5,1,1,5,4,5,7,3,1,5,5,5,2,15,1,19,2,8,3,4,7,9,1,10,1,11,,6,6,1,22,9,121.5289758,25.11209575
111,2,24,23,55,2,08士林區,士林區士東路與德行東路109巷口,0,0,1,2,B02,8,1,5,50,5,1,1,5,4,5,7,3,1,5,5,5,2,15,1,43,3,10,3,4,7,9,1,4,1,4,,14,6,1,22,9,121.5289758,25.11209575
111,2,25,0,44,2,04大安區,大安區基隆路2段與通化街171巷口,0,0,1,1,B03,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,16,2,38,3,10,1,1,7,5,1,8,1,6,,8,8,1,22,9,121.5559548,25.0276408
111,2,25,0,44,2,04大安區,大安區基隆路2段與通化街171巷口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,16,1,23,2,7,1,1,7,9,1,10,1,11,,13,8,1,22,9,121.5559548,25.0276408
111,2,25,5,12,2,10文山區,文山區景美舊橋上(南往北),0,0,2,1,C03,7,3,5,40,14,8,1,5,4,5,7,4,4,5,4,4,2,13,1,53,2,7,1,1,7,9,1,10,2,11,,23,23,1,22,9,121.5408545,24.98807744
111,2,25,5,12,2,10文山區,文山區景美舊橋上(南往北),0,0,2,2,F01,7,3,5,40,14,8,1,5,4,5,7,4,4,5,4,4,2,13,2,55,2,9,1,1,7,9,8,20,2,16,,44,23,1,22,9,121.5408545,24.98807744
111,2,25,6,50,2,03中山區,中山區建國北路2段與民權東路3段口,0,0,1,1,C01,7,2,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,12,1,38,3,10,1,1,7,6,1,9,1,13,,44,44,1,22,9,121.5372535,25.0623015
111,2,25,6,50,2,03中山區,中山區建國北路2段與民權東路3段口,0,0,1,2,C03,7,2,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,12,1,60,2,9,1,1,7,9,1,10,1,14,,23,44,1,22,9,121.5372535,25.0623015
111,2,25,7,25,2,10文山區,文山區辛亥路7段與辛亥路7段65巷口,0,0,1,1,B03,7,1,5,50,14,9,1,5,4,5,7,4,4,5,2,4,2,16,1,60,3,10,1,1,7,8,1,8,2,2,,43,43,1,22,9,121.554175,24.98389587
111,2,25,7,25,2,10文山區,文山區辛亥路7段與辛亥路7段65巷口,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,5,2,4,2,16,1,20,2,8,1,1,7,9,1,10,2,12,,43,43,1,22,9,121.554175,24.98389587
111,2,25,7,49,2,01大同區,大同區台北橋機車道往東方向,0,0,2,1,C03,8,1,5,40,14,11,1,5,4,5,7,4,4,3,4,3,2,12,2,35,2,8,1,4,7,9,1,10,1,11,,44,44,1,22,9,121.5102651,25.06298416
111,2,25,7,49,2,01大同區,大同區台北橋機車道往東方向,0,0,2,2,C03,8,1,5,40,14,11,1,5,4,5,7,4,4,3,4,3,2,12,2,68,3,10,1,4,7,9,1,10,1,14,,16,44,1,22,9,121.5102651,25.06298416
111,2,25,7,49,2,01大同區,大同區台北橋機車道往東方向,0,0,2,3,C03,8,1,5,40,14,11,1,5,4,5,7,4,4,3,4,3,2,12,1,34,3,10,1,4,7,9,1,10,1,13,,44,44,1,22,9,121.5102651,25.06298416
111,2,25,7,49,2,01大同區,大同區台北橋機車道往東方向,0,0,2,4,H02,8,1,5,40,14,11,1,5,4,5,7,4,4,3,4,3,2,12,2,31,2,8,1,5,7,20,8,20,10,16,,67,44,1,22,9,121.5102651,25.06298416
111,2,25,7,49,2,01大同區,大同區哈密街59巷與敦煌路口,0,0,1,1,C03,8,1,5,30,3,2,1,5,4,5,7,3,1,9,4,5,1,15,1,33,2,9,1,1,7,9,1,10,1,13,,6,6,1,22,9,121.514565,25.0763802
111,2,25,7,49,2,01大同區,大同區哈密街59巷與敦煌路口,0,0,1,2,B12,8,1,5,30,3,2,1,5,4,5,7,3,1,9,4,5,1,15,1,36,3,10,1,1,7,9,1,8,1,8,,14,6,1,22,9,121.514565,25.0763802
111,2,25,8,4,2,06松山區,松山區南京東路3段338巷與南京東路3段口,0,0,1,1,B03,7,1,5,50,3,2,1,5,4,5,7,3,1,1,3,1,2,15,1,39,3,10,1,1,7,1,1,8,2,15,,6,6,1,22,9,121.5477049,25.0516832
111,2,25,8,4,2,06松山區,松山區南京東路3段338巷與南京東路3段口,0,0,1,2,C03,7,1,5,50,3,2,1,5,4,5,7,3,1,1,3,1,2,15,1,39,2,9,1,1,7,9,1,10,2,11,,13,6,1,22,9,121.5477049,25.0516832
111,2,25,8,15,2,08士林區,士林區通河西街2段與延平北路7段106巷口堤外 風箏公園旁 延平河濱NO.304桿,0,0,1,1,B03,8,1,5,50,5,2,1,5,4,5,7,4,4,9,4,5,1,17,1,57,3,10,1,1,7,5,1,8,2,5,,6,6,1,22,9,121.5027781,25.09395316
111,2,25,8,15,2,08士林區,士林區通河西街2段與延平北路7段106巷口堤外 風箏公園旁 延平河濱NO.304桿,0,0,1,2,C03,8,1,5,50,5,2,1,5,4,5,7,4,4,9,4,5,1,17,1,25,2,9,1,1,7,9,1,10,2,11,,6,6,1,22,9,121.5027781,25.09395316
111,2,25,8,17,2,03中山區,中山區松江路146號,0,0,3,2,B03,7,1,5,0,14,20,1,5,4,5,5,4,4,1,1,1,1,17,1,59,2,9,3,4,7,15,1,2,1,15,,38,44,1,22,9,121.5329242,25.05347152
111,2,25,8,17,2,03中山區,中山區松江路146號,0,0,3,3,H02,7,1,5,0,14,20,1,5,4,5,5,4,4,1,1,1,1,17,2,3,2,1,4,5,7,21,8,20,10,16,,67,44,1,22,9,121.5329242,25.05347152
111,2,25,8,17,2,03中山區,中山區松江路146號,0,0,3,1,G06,7,1,5,0,14,20,1,5,4,5,5,4,4,1,1,1,1,17,2,33,2,8,3,4,7,9,7,19,1,15,,44,44,1,22,9,121.5329242,25.05347152
111,2,25,8,21,2,01大同區,大同區塔城街與南京西路239巷口,0,0,1,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,4,1,5,2,15,1,54,2,8,1,1,7,9,1,10,2,12,,6,6,1,22,9,121.5102415,25.05377505
111,2,25,8,21,2,01大同區,大同區塔城街與南京西路239巷口,0,0,1,2,B12,8,1,5,30,4,1,1,5,4,5,7,4,4,4,1,5,2,15,1,72,3,10,1,1,7,9,1,8,2,1,,44,6,1,22,9,121.5102415,25.05377505
111,2,25,8,36,2,05中正區,中正區臨沂街61巷與連雲街口,0,0,2,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,17,1,48,2,9,1,1,7,9,1,10,2,12,,6,6,1,22,9,121.5312479,25.0355543
111,2,25,8,36,2,05中正區,中正區臨沂街61巷與連雲街口,0,0,2,2,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,17,1,31,2,9,1,1,7,9,1,10,2,14,,13,6,1,22,9,121.5312479,25.0355543
111,2,25,8,45,2,01大同區,大同區民族西路與大龍街口,0,0,1,1,B01,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,5,2,16,1,31,3,10,3,4,7,5,1,4,2,5,,8,8,1,22,9,121.5158857,25.06855741
111,2,25,8,45,2,01大同區,大同區民族西路與大龍街口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,5,2,16,1,28,2,8,1,4,7,9,1,10,2,11,,44,8,1,22,9,121.5158857,25.06855741
111,2,25,8,50,2,10文山區,文山區木柵路5段43巷富德公墓第19區,0,0,1,1,C03,7,1,5,40,11,9,1,4,4,5,7,4,4,5,2,5,2,18,1,22,2,9,1,1,7,9,1,10,2,14,,43,43,1,22,9,121.5858219,25.00892478
111,2,25,8,50,2,10文山區,文山區木柵路5段43巷富德公墓第19區,0,0,1,2,,7,1,5,40,11,9,1,4,4,5,7,4,4,5,2,5,2,18,3,,,,,,,,,,,,,67,43,1,,,121.5858219,25.00892478
111,2,25,9,13,2,10文山區,文山區老泉街26巷燈桿編號29號旁,0,0,1,1,A11,8,1,5,30,11,9,1,5,4,5,6,4,4,10,5,5,2,11,1,24,3,10,1,1,7,9,1,3,2,8,,43,43,1,22,9,121.5665602,24.96797107
111,2,25,9,13,2,10文山區,文山區老泉街26巷燈桿編號29號旁,0,0,1,2,C03,8,1,5,30,11,9,1,5,4,5,6,4,4,10,5,5,2,11,1,32,3,10,1,1,7,9,1,10,2,14,,32,43,1,22,9,121.5665602,24.96797107
111,2,25,9,13,2,10文山區,文山區老泉街26巷燈桿編號29號旁,0,0,1,3,H02,8,1,5,30,11,9,1,5,4,5,6,4,4,10,5,5,2,11,2,32,2,9,4,1,7,20,8,20,10,16,,67,43,1,22,9,121.5665602,24.96797107
111,2,25,9,17,2,08士林區,士林區中山北路5段與中山北路5段505巷口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,1,7,1,1,4,4,5,2,17,1,67,4,11,3,4,7,8,1,8,11,15,,7,7,2,22,9,121.5279039,25.09372016
111,2,25,9,17,2,08士林區,士林區中山北路5段與中山北路5段505巷口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,1,7,1,1,4,4,5,2,17,1,29,2,8,3,4,7,9,1,10,1,12,,42,7,1,22,9,121.5279039,25.09372016
111,2,25,9,17,2,08士林區,士林區中山北路5段與中山北路5段505巷口,0,0,1,3,,8,1,5,50,4,1,1,5,4,1,7,1,1,4,4,5,2,17,3,,,,,,,,,,,,,67,7,1,,,121.5279039,25.09372016
111,2,25,9,22,2,01大同區,大同區長安西路與承德路1段口,0,0,3,1,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,12,1,55,2,9,1,4,7,4,1,10,2,12,,1,1,1,22,9,121.5169257,25.05091034
111,2,25,9,22,2,01大同區,大同區長安西路與承德路1段口,0,0,3,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,12,2,31,2,9,1,4,7,5,1,10,2,14,,44,1,1,22,9,121.5169257,25.05091034
111,2,25,9,22,2,01大同區,大同區長安西路與承德路1段口,0,0,3,3,H02,8,1,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,12,2,30,2,9,1,4,7,20,8,20,10,16,,67,1,1,22,9,121.5169257,25.05091034
111,2,25,9,24,2,07信義區,信義區忠孝東路5段167號,0,0,1,1,C03,7,1,5,50,14,9,1,5,4,5,7,2,1,1,3,5,2,13,2,33,2,8,1,4,7,9,1,10,1,11,,23,23,1,22,9,121.5687837,25.04112342
111,2,25,9,24,2,07信義區,信義區忠孝東路5段167號,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,2,1,1,3,5,2,13,1,37,3,10,1,4,7,12,1,10,1,13,,44,23,1,22,9,121.5687837,25.04112342
111,2,25,10,0,2,12內湖區,內湖區洲子街62號,0,0,1,1,A31,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,16,1,32,3,10,1,1,1,15,1,1,1,5,,5,5,1,22,9,121.5723883,25.07952425
111,2,25,10,0,2,12內湖區,內湖區洲子街62號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,16,1,44,2,8,1,1,7,9,1,10,1,14,,23,5,1,22,9,121.5723883,25.07952425
111,2,25,10,12,2,07信義區,信義區基隆路1段153號,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,1,16,2,19,2,8,1,1,7,9,1,10,1,11,,23,23,1,22,9,121.5653427,25.04230426
111,2,25,10,12,2,07信義區,信義區基隆路1段153號,0,0,1,2,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,1,16,2,55,3,10,1,1,7,14,1,8,1,7,,38,23,1,22,9,121.5653427,25.04230426
111,2,25,10,30,2,09北投區,北投區承德路7段303號,0,0,2,1,B03,7,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,1,12,1,22,2,1,1,1,7,6,1,8,1,2,,9,9,1,22,9,121.5040517,25.11700216
111,2,25,10,30,2,09北投區,北投區承德路7段303號,0,0,2,2,C03,7,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,1,12,1,45,2,9,1,1,7,9,1,9,1,14,,44,9,1,22,9,121.5040517,25.11700216
111,2,25,11,10,2,07信義區,信義區林口街與松山路515巷口,0,0,3,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,1,79,2,9,1,1,7,9,4,8,2,11,,6,6,1,22,9,121.5792396,25.03871515
111,2,25,11,10,2,07信義區,信義區林口街與松山路515巷口,0,0,3,2,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,1,23,2,9,1,1,7,9,1,10,2,11,,23,6,1,22,9,121.5792396,25.03871515
111,2,25,11,10,2,07信義區,信義區林口街與松山路515巷口,0,0,3,3,H02,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,1,44,2,9,4,5,7,20,8,20,10,16,,67,6,1,22,9,121.5792396,25.03871515
111,2,25,11,25,2,07信義區,信義區吳興街與吳興街口252號車道口,0,0,2,1,C03,8,1,5,30,3,1,1,5,4,5,7,4,4,9,4,5,2,3,2,62,2,8,3,4,7,9,1,10,1,11,,44,44,1,22,9,121.5636238,25.02709269
111,2,25,11,25,2,07信義區,信義區吳興街與吳興街口252號車道口,0,0,2,2,H01,8,1,5,30,3,1,1,5,4,5,7,4,4,9,4,5,2,3,2,66,2,9,4,5,8,16,8,20,10,16,,51,44,1,22,9,121.5636238,25.02709269
111,2,25,11,29,2,04大安區,大安區忠孝東路3段與建國南路1段口,0,0,1,1,B03,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,5,1,12,2,41,3,10,3,4,7,6,1,8,1,5,,25,25,1,22,9,121.5367123,25.04186619
